"id","emp_status","year","laid_off"
800189,1,2014,0
800189,1,2015,NA
800192,1,2008,0
800192,1,2009,0
800192,1,2010,0
800192,1,2011,0
800192,1,2012,0
800192,1,2013,0
800192,1,2014,0
800192,1,2015,0
800192,1,2016,0
800192,1,2017,0
800192,1,2018,0
800192,1,2019,0
800192,1,2020,0
800192,1,2021,0
800192,1,2022,NA
800195,1,2008,0
800195,1,2009,0
800195,1,2010,0
800195,1,2011,0
800195,1,2012,1
800195,0,2013,NA
800198,1,2012,0
800198,1,2013,0
800198,1,2014,NA
800201,1,2008,0
800201,1,2009,0
800201,1,2010,0
800201,1,2011,0
800201,1,2012,0
800201,1,2013,0
800201,1,2014,0
800201,1,2015,0
800201,1,2016,0
800201,1,2017,0
800201,1,2018,0
800201,1,2019,0
800201,1,2020,0
800201,1,2021,0
800201,1,2022,NA
800204,NA,2008,NA
800204,NA,2009,NA
800204,NA,2010,NA
800204,NA,2011,NA
800204,NA,2012,NA
800204,NA,2013,NA
800204,NA,2014,NA
800204,NA,2015,NA
800204,NA,2016,NA
800204,NA,2017,NA
800204,NA,2018,NA
800204,NA,2019,NA
800204,NA,2020,NA
800204,NA,2021,NA
800204,NA,2022,NA
800207,NA,2010,NA
800207,NA,2011,NA
800207,NA,2012,NA
800212,1,2022,NA
800213,NA,2010,NA
800213,NA,2011,NA
800213,NA,2012,NA
800213,NA,2013,NA
800213,NA,2014,NA
800213,NA,2015,NA
800213,NA,2016,NA
800213,NA,2017,NA
800213,NA,2018,NA
800213,NA,2019,NA
800213,NA,2020,NA
800213,NA,2021,NA
800213,NA,2022,NA
800215,1,2020,0
800215,1,2021,0
800215,1,2022,NA
800216,NA,2017,NA
800216,NA,2018,NA
800216,NA,2019,NA
800216,NA,2020,NA
800216,NA,2021,NA
800216,NA,2022,NA
800217,1,2017,0
800217,1,2018,0
800217,1,2019,NA
800219,1,2017,0
800219,1,2018,0
800219,1,2019,NA
800225,1,2017,0
800225,1,2018,0
800225,1,2019,NA
800228,1,2009,0
800228,1,2010,0
800228,1,2011,0
800228,1,2012,0
800228,1,2013,0
800228,1,2014,0
800228,1,2015,0
800228,1,2016,0
800228,1,2017,0
800228,1,2018,NA
800228,NA,2019,NA
800228,NA,2020,NA
800228,NA,2021,NA
800228,NA,2022,NA
800231,NA,2008,NA
800234,1,2008,0
800234,1,2009,0
800234,1,2010,0
800234,1,2011,0
800234,1,2012,0
800234,1,2013,NA
800238,1,2008,0
800238,1,2009,0
800238,1,2010,0
800238,1,2011,0
800238,1,2012,NA
800239,1,2020,0
800239,1,2021,0
800239,1,2022,NA
800241,1,2014,0
800241,1,2015,0
800241,1,2016,0
800241,1,2017,NA
800244,1,2008,0
800244,1,2009,0
800244,1,2010,0
800244,1,2011,0
800244,1,2012,0
800244,1,2013,0
800244,1,2014,0
800244,1,2015,0
800244,1,2016,NA
800244,NA,2017,NA
800244,NA,2018,NA
800244,NA,2019,NA
800244,NA,2020,NA
800247,1,2014,NA
800250,NA,2009,NA
800250,NA,2010,NA
800250,NA,2011,NA
800253,1,2017,0
800253,1,2018,0
800253,1,2019,0
800253,1,2020,NA
800256,1,2008,0
800256,1,2009,0
800256,1,2010,0
800256,1,2011,0
800256,1,2012,0
800256,1,2013,0
800256,1,2014,NA
800257,1,2022,NA
800259,1,2008,0
800259,1,2009,0
800259,1,2010,0
800259,1,2011,0
800259,1,2012,0
800259,1,2013,NA
800262,1,2014,NA
800268,1,2009,0
800268,1,2010,0
800268,1,2011,NA
800270,1,2018,NA
800271,1,2012,0
800271,1,2013,0
800271,1,2014,0
800271,1,2015,0
800271,1,2016,0
800271,1,2017,0
800271,1,2018,NA
800274,1,2012,0
800274,1,2013,0
800274,1,2014,0
800274,1,2015,0
800274,1,2016,0
800274,1,2017,0
800274,1,2018,0
800274,1,2019,0
800274,1,2020,0
800274,1,2021,0
800274,1,2022,NA
800283,1,2008,0
800283,1,2009,0
800283,1,2010,0
800283,1,2011,NA
800289,1,2009,0
800289,1,2010,0
800289,1,2011,0
800289,1,2012,0
800289,1,2013,0
800289,1,2014,0
800289,1,2015,0
800289,1,2016,0
800289,1,2017,0
800289,1,2018,0
800289,1,2019,NA
800289,NA,2020,NA
800289,NA,2021,NA
800289,NA,2022,NA
800299,1,2008,0
800299,1,2009,0
800299,1,2010,0
800299,1,2011,NA
800300,1,2022,NA
800302,1,2008,0
800302,1,2009,0
800302,1,2010,0
800302,1,2011,NA
800305,1,2014,NA
800308,1,2008,0
800308,1,2009,0
800308,1,2010,NA
800309,NA,2021,NA
800309,NA,2022,NA
800314,1,2017,0
800314,1,2018,0
800314,1,2019,0
800314,1,2020,0
800314,1,2021,NA
800326,NA,2008,NA
800326,NA,2009,NA
800329,1,2008,0
800329,1,2009,0
800329,1,2010,0
800329,1,2011,0
800329,1,2012,0
800329,1,2013,0
800329,1,2014,0
800329,1,2015,0
800329,1,2016,0
800329,1,2017,0
800329,1,2018,0
800329,1,2019,NA
800329,NA,2020,NA
800329,NA,2021,NA
800329,NA,2022,NA
800332,1,2017,NA
800344,1,2009,0
800344,1,2010,0
800344,1,2011,NA
800354,1,2008,NA
800360,1,2008,0
800360,1,2009,0
800360,1,2010,0
800360,1,2011,NA
800360,NA,2012,NA
800360,NA,2013,NA
800360,NA,2014,NA
800360,NA,2015,NA
800360,NA,2016,NA
800360,NA,2017,NA
800360,NA,2018,NA
800360,NA,2019,NA
800360,NA,2020,NA
800360,NA,2021,NA
800360,NA,2022,NA
800363,1,2008,0
800363,1,2009,NA
800366,1,2014,NA
800369,NA,2008,NA
800372,1,2008,0
800372,1,2009,0
800372,1,2010,0
800372,1,2011,0
800372,1,2012,0
800372,1,2013,0
800372,1,2014,0
800372,1,2015,0
800372,1,2016,0
800372,1,2017,0
800372,1,2018,0
800372,1,2019,0
800372,1,2020,0
800372,1,2021,0
800372,1,2022,NA
800375,NA,2008,NA
800375,NA,2009,NA
800375,NA,2010,NA
800375,NA,2011,NA
800375,NA,2012,NA
800375,NA,2013,NA
800380,1,2022,NA
800384,1,2008,0
800384,1,2009,0
800384,1,2010,0
800384,1,2011,0
800384,1,2012,NA
800384,NA,2013,NA
800384,1,2014,0
800384,1,2015,NA
800387,0,2008,0
800387,1,2009,0
800387,1,2010,0
800387,1,2011,0
800387,1,2012,0
800387,1,2013,NA
800392,0,2020,0
800392,0,2021,0
800392,0,2022,NA
800393,1,2008,0
800393,1,2009,0
800393,1,2010,0
800393,1,2011,0
800393,1,2012,0
800393,1,2013,0
800393,1,2014,0
800393,1,2015,NA
800394,1,2020,0
800394,1,2021,0
800394,1,2022,NA
800399,1,2008,0
800399,1,2009,NA
800402,NA,2010,NA
800402,NA,2011,NA
800402,NA,2012,NA
800402,NA,2013,NA
800402,NA,2014,NA
800405,1,2008,0
800405,1,2009,0
800405,1,2010,0
800405,1,2011,0
800405,1,2012,0
800405,1,2013,0
800405,1,2014,0
800405,1,2015,0
800405,1,2016,0
800405,1,2017,0
800405,1,2018,0
800405,1,2019,0
800405,1,2020,0
800405,1,2021,0
800405,1,2022,NA
800408,1,2008,0
800408,1,2009,0
800408,1,2010,0
800408,1,2011,0
800408,1,2012,0
800408,1,2013,0
800408,1,2014,0
800408,1,2015,NA
800411,NA,2008,NA
800411,NA,2009,NA
800411,NA,2010,NA
800411,NA,2011,NA
800411,1,2012,0
800411,1,2013,0
800411,1,2014,0
800411,1,2015,0
800411,1,2016,0
800411,1,2017,NA
800417,1,2022,NA
800418,1,2010,0
800418,1,2011,0
800418,1,2012,0
800418,1,2013,0
800418,1,2014,0
800418,1,2015,0
800418,1,2016,0
800418,1,2017,0
800418,1,2018,0
800418,1,2019,0
800418,1,2020,NA
800424,NA,2008,NA
800424,NA,2009,NA
800424,NA,2010,NA
800424,NA,2011,NA
800424,NA,2012,NA
800424,NA,2013,NA
800424,NA,2014,NA
800424,NA,2015,NA
800424,NA,2016,NA
800424,NA,2017,NA
800424,NA,2018,NA
800424,NA,2019,NA
800424,NA,2020,NA
800424,NA,2021,NA
800424,NA,2022,NA
800427,1,2014,NA
800430,1,2008,0
800430,1,2009,0
800430,1,2010,0
800430,1,2011,0
800430,1,2012,0
800430,1,2013,0
800430,1,2014,0
800430,1,2015,0
800430,1,2016,NA
800438,NA,2020,NA
800438,NA,2021,NA
800438,NA,2022,NA
800439,NA,2014,NA
800439,1,2015,0
800439,1,2016,0
800439,1,2017,0
800439,1,2018,0
800439,1,2019,NA
800440,1,2018,0
800440,1,2019,0
800440,1,2020,0
800440,1,2021,0
800440,1,2022,NA
800442,1,2008,0
800442,1,2009,NA
800443,1,2018,0
800443,1,2019,NA
800445,1,2012,0
800445,1,2013,0
800445,1,2014,0
800445,1,2015,0
800445,1,2016,0
800445,1,2017,0
800445,1,2018,0
800445,1,2019,0
800445,1,2020,0
800445,1,2021,0
800445,1,2022,NA
800451,1,2014,NA
800454,NA,2014,NA
800457,1,2014,NA
800463,1,2014,0
800463,1,2015,0
800463,1,2016,0
800463,1,2017,0
800463,1,2018,0
800463,1,2019,0
800463,1,2020,0
800463,1,2021,0
800463,1,2022,NA
800465,NA,2022,NA
800466,1,2009,0
800466,1,2010,NA
800473,1,2014,0
800473,1,2015,0
800473,1,2016,0
800473,1,2017,0
800473,1,2018,0
800473,1,2019,0
800473,1,2020,NA
800476,1,2008,0
800476,1,2009,0
800476,1,2010,0
800476,1,2011,NA
800479,1,2008,0
800479,1,2009,0
800479,1,2010,0
800479,1,2011,0
800479,1,2012,0
800479,1,2013,0
800479,1,2014,0
800479,1,2015,0
800479,1,2016,0
800479,1,2017,0
800479,1,2018,0
800479,1,2019,0
800479,1,2020,0
800479,1,2021,NA
800481,NA,2021,NA
800481,NA,2022,NA
800485,1,2010,NA
800488,NA,2013,NA
800497,NA,2008,NA
800497,NA,2009,NA
800497,NA,2010,NA
800497,NA,2011,NA
800497,NA,2012,NA
800497,NA,2013,NA
800497,NA,2014,NA
800497,NA,2015,NA
800497,NA,2016,NA
800497,NA,2017,NA
800497,NA,2018,NA
800497,NA,2019,NA
800497,NA,2020,NA
800497,NA,2021,NA
800497,NA,2022,NA
800500,NA,2008,NA
800500,NA,2009,NA
800500,NA,2010,NA
800500,NA,2011,NA
800500,NA,2012,NA
800500,NA,2013,NA
800500,NA,2014,NA
800500,NA,2015,NA
800500,NA,2016,NA
800500,NA,2017,NA
800500,NA,2018,NA
800500,NA,2019,NA
800500,NA,2020,NA
800500,NA,2021,NA
800500,NA,2022,NA
800501,1,2022,NA
800503,NA,2008,NA
800503,NA,2009,NA
800503,NA,2010,NA
800503,NA,2011,NA
800503,NA,2012,NA
800503,NA,2013,NA
800503,NA,2014,NA
800503,NA,2015,NA
800503,NA,2016,NA
800506,1,2012,0
800506,1,2013,0
800506,1,2014,0
800506,1,2015,0
800506,1,2016,0
800506,1,2017,NA
800509,1,2008,0
800509,1,2009,0
800509,1,2010,0
800509,1,2011,0
800509,1,2012,0
800509,1,2013,0
800509,1,2014,0
800509,1,2015,0
800509,1,2016,NA
800512,NA,2017,NA
800512,NA,2018,NA
800521,NA,2014,NA
800527,1,2008,0
800527,1,2009,0
800527,1,2010,0
800527,1,2011,0
800527,1,2012,NA
800529,1,2017,0
800529,1,2018,NA
800531,1,2017,NA
800534,1,2008,0
800534,1,2009,0
800534,1,2010,0
800534,1,2011,0
800534,1,2012,0
800534,1,2013,0
800534,1,2014,NA
800537,1,2008,0
800537,1,2009,NA
800538,1,2018,0
800538,1,2019,0
800538,1,2020,NA
800540,1,2008,1
800540,0,2009,0
800540,0,2010,0
800540,1,2011,0
800540,1,2012,0
800540,1,2013,0
800540,1,2014,0
800540,1,2015,0
800540,1,2016,0
800540,1,2017,0
800540,1,2018,0
800540,1,2019,NA
800543,1,2008,0
800543,1,2009,0
800543,1,2010,0
800543,1,2011,0
800543,1,2012,0
800543,1,2013,0
800543,1,2014,0
800543,1,2015,0
800543,1,2016,0
800543,1,2017,0
800543,1,2018,0
800543,1,2019,0
800543,1,2020,0
800543,1,2021,0
800543,1,2022,NA
800546,1,2008,0
800546,1,2009,0
800546,1,2010,0
800546,1,2011,0
800546,1,2012,NA
800552,1,2008,0
800552,1,2009,0
800552,1,2010,0
800552,1,2011,0
800552,1,2012,0
800552,1,2013,0
800552,1,2014,0
800552,1,2015,0
800552,1,2016,0
800552,1,2017,0
800552,1,2018,NA
800555,NA,2014,NA
800555,NA,2015,NA
800555,NA,2016,NA
800555,NA,2017,NA
800555,NA,2018,NA
800555,NA,2019,NA
800555,NA,2020,NA
800555,NA,2021,NA
800555,NA,2022,NA
800558,1,2008,0
800558,1,2009,0
800558,1,2010,0
800558,1,2011,0
800558,1,2012,0
800558,1,2013,0
800558,1,2014,0
800558,1,2015,0
800558,1,2016,0
800558,1,2017,0
800558,1,2018,0
800558,1,2019,NA
800558,NA,2020,NA
800558,NA,2021,NA
800558,NA,2022,NA
800561,1,2008,0
800561,1,2009,0
800561,1,2010,0
800561,1,2011,0
800561,1,2012,0
800561,1,2013,0
800561,1,2014,0
800561,1,2015,0
800561,1,2016,0
800561,1,2017,0
800561,1,2018,0
800561,1,2019,0
800561,1,2020,0
800561,1,2021,0
800561,1,2022,NA
800570,1,2014,0
800570,1,2015,0
800570,1,2016,0
800570,1,2017,0
800570,1,2018,0
800570,1,2019,0
800570,1,2020,0
800570,1,2021,0
800570,1,2022,NA
800571,NA,2022,NA
800573,1,2014,0
800573,1,2015,0
800573,1,2016,0
800573,1,2017,0
800573,1,2018,0
800573,1,2019,0
800573,1,2020,0
800573,1,2021,NA
800575,1,2022,NA
800576,NA,2011,NA
800576,NA,2012,NA
800576,NA,2013,NA
800576,NA,2014,NA
800576,NA,2015,NA
800576,NA,2016,NA
800576,NA,2017,NA
800576,NA,2018,NA
800576,NA,2019,NA
800576,NA,2020,NA
800576,NA,2021,NA
800576,NA,2022,NA
800579,1,2008,NA
800582,NA,2014,NA
800585,1,2008,0
800585,1,2009,0
800585,1,2010,0
800585,1,2011,0
800585,1,2012,0
800585,1,2013,0
800585,1,2014,0
800585,1,2015,0
800585,1,2016,0
800585,1,2017,0
800585,1,2018,0
800585,1,2019,0
800585,1,2020,0
800585,1,2021,0
800585,1,2022,NA
800587,1,2022,NA
800588,1,2014,NA
800589,1,2020,0
800589,1,2021,NA
800595,1,2008,0
800595,1,2009,0
800595,1,2010,0
800595,1,2011,NA
800601,1,2008,0
800601,1,2009,0
800601,1,2010,0
800601,1,2011,0
800601,1,2012,0
800601,1,2013,0
800601,1,2014,0
800601,1,2015,NA
800604,1,2012,NA
800607,1,2008,0
800607,1,2009,0
800607,1,2010,0
800607,1,2011,0
800607,1,2012,0
800607,1,2013,NA
800610,1,2014,0
800610,1,2015,0
800610,1,2016,0
800610,1,2017,0
800610,1,2018,NA
800611,1,2022,NA
800616,1,2009,0
800616,1,2010,0
800616,1,2011,0
800616,1,2012,0
800616,1,2013,0
800616,1,2014,NA
800619,1,2008,0
800619,1,2009,0
800619,1,2010,0
800619,1,2011,0
800619,1,2012,NA
800622,1,2009,0
800622,1,2010,0
800622,1,2011,NA
800631,1,2017,NA
800633,NA,2022,NA
800634,1,2008,0
800634,1,2009,NA
800637,1,2008,0
800637,1,2009,0
800637,1,2010,0
800637,1,2011,NA
800637,NA,2012,NA
800637,NA,2013,NA
800637,NA,2014,NA
800637,NA,2015,NA
800637,NA,2016,NA
800637,NA,2017,NA
800637,NA,2018,NA
800637,NA,2019,NA
800637,NA,2020,NA
800640,1,2009,0
800640,1,2010,0
800640,1,2011,0
800640,1,2012,0
800640,1,2013,0
800640,1,2014,NA
800643,NA,2010,NA
800643,NA,2011,NA
800643,NA,2012,NA
800643,NA,2013,NA
800643,NA,2014,NA
800651,1,2020,0
800651,1,2021,0
800651,1,2022,NA
800653,1,2017,NA
800656,1,2014,0
800656,1,2015,0
800656,1,2016,0
800656,1,2017,NA
800659,NA,2008,NA
800659,NA,2009,NA
800659,NA,2010,NA
800659,NA,2011,NA
800659,NA,2012,NA
800659,NA,2013,NA
800659,NA,2014,NA
800659,NA,2015,NA
800659,NA,2016,NA
800659,NA,2017,NA
800659,NA,2018,NA
800659,NA,2019,NA
800659,NA,2020,NA
800659,NA,2021,NA
800659,NA,2022,NA
800662,1,2008,0
800662,1,2009,0
800662,1,2010,0
800662,1,2011,NA
800665,NA,2017,NA
800665,NA,2018,NA
800665,1,2019,NA
800671,1,2008,0
800671,1,2009,0
800671,1,2010,0
800671,1,2011,0
800671,1,2012,0
800671,1,2013,NA
800671,NA,2014,NA
800671,NA,2015,NA
800671,NA,2016,NA
800671,NA,2017,NA
800671,NA,2018,NA
800671,NA,2019,NA
800671,NA,2020,NA
800671,NA,2021,NA
800671,NA,2022,NA
800674,1,2008,0
800674,1,2009,0
800674,1,2010,0
800674,1,2011,0
800674,1,2012,0
800674,1,2013,0
800674,1,2014,0
800674,1,2015,0
800674,1,2016,0
800674,1,2017,0
800674,1,2018,0
800674,1,2019,0
800674,1,2020,0
800674,1,2021,0
800674,1,2022,NA
800677,1,2008,0
800677,1,2009,0
800677,1,2010,0
800677,1,2011,0
800677,1,2012,0
800677,1,2013,0
800677,1,2014,0
800677,1,2015,0
800677,1,2016,0
800677,1,2017,0
800677,1,2018,0
800677,1,2019,0
800677,1,2020,0
800677,1,2021,0
800677,1,2022,NA
800680,1,2012,0
800680,1,2013,0
800680,1,2014,0
800680,1,2015,0
800680,1,2016,0
800680,1,2017,0
800680,1,2018,NA
800683,1,2017,0
800683,1,2018,0
800683,1,2019,0
800683,1,2020,NA
800691,1,2022,NA
800695,NA,2008,NA
800695,NA,2009,NA
800695,NA,2010,NA
800695,NA,2011,NA
800695,NA,2012,NA
800695,NA,2013,NA
800695,NA,2014,NA
800695,NA,2015,NA
800695,NA,2016,NA
800695,NA,2017,NA
800695,NA,2018,NA
800695,NA,2019,NA
800695,NA,2020,NA
800695,NA,2021,NA
800695,NA,2022,NA
800697,NA,2022,NA
800698,1,2014,0
800698,1,2015,NA
800701,1,2012,0
800701,1,2013,0
800701,1,2014,0
800701,1,2015,0
800701,1,2016,0
800701,1,2017,0
800701,1,2018,0
800701,1,2019,0
800701,1,2020,0
800701,1,2021,0
800701,1,2022,NA
800704,NA,2017,NA
800711,1,2008,0
800711,1,2009,0
800711,1,2010,0
800711,1,2011,NA
800714,1,2017,0
800714,1,2018,0
800714,1,2019,0
800714,1,2020,0
800714,1,2021,0
800714,1,2022,NA
800720,1,2008,0
800720,1,2009,0
800720,1,2010,0
800720,1,2011,0
800720,1,2012,0
800720,1,2013,0
800720,1,2014,0
800720,1,2015,NA
800722,1,2020,0
800722,1,2021,0
800722,1,2022,NA
800729,1,2008,0
800729,1,2009,0
800729,1,2010,NA
800731,NA,2022,NA
800732,NA,2017,NA
800738,1,2009,0
800738,1,2010,0
800738,1,2011,0
800738,1,2012,NA
800744,1,2008,0
800744,1,2009,NA
800750,1,2008,0
800750,1,2009,0
800750,1,2010,0
800750,1,2011,0
800750,1,2012,0
800750,1,2013,0
800750,1,2014,0
800750,1,2015,0
800750,1,2016,0
800750,1,2017,0
800750,1,2018,0
800750,1,2019,0
800750,1,2020,0
800750,1,2021,0
800750,1,2022,NA
800759,1,2008,0
800759,1,2009,NA
800762,1,2008,0
800762,1,2009,0
800762,1,2010,0
800762,1,2011,0
800762,1,2012,0
800762,1,2013,0
800762,1,2014,0
800762,1,2015,0
800762,1,2016,0
800762,1,2017,0
800762,1,2018,0
800762,1,2019,0
800762,1,2020,0
800762,1,2021,0
800762,1,2022,NA
800765,NA,2008,NA
800765,NA,2009,NA
800765,NA,2010,NA
800765,NA,2011,NA
800769,1,2011,0
800769,1,2012,0
800769,1,2013,0
800769,1,2014,0
800769,1,2015,0
800769,1,2016,NA
800771,1,2020,0
800771,1,2021,0
800771,1,2022,NA
800775,1,2012,0
800775,1,2013,0
800775,1,2014,0
800775,1,2015,0
800775,1,2016,0
800775,1,2017,0
800775,1,2018,0
800775,1,2019,0
800775,1,2020,0
800775,1,2021,0
800775,1,2022,NA
800778,1,2012,0
800778,1,2013,0
800778,1,2014,0
800778,1,2015,0
800778,1,2016,0
800778,1,2017,0
800778,1,2018,0
800778,1,2019,0
800778,1,2020,0
800778,1,2021,0
800778,1,2022,NA
800787,1,2008,0
800787,1,2009,0
800787,1,2010,NA
800789,1,2022,NA
800790,NA,2008,NA
800790,NA,2009,NA
800790,NA,2010,NA
800790,NA,2011,NA
800790,NA,2012,NA
800793,1,2008,0
800793,1,2009,0
800793,1,2010,0
800793,1,2011,0
800793,1,2012,0
800793,1,2013,0
800793,1,2014,0
800793,1,2015,0
800793,1,2016,0
800793,1,2017,NA
800796,1,2008,0
800796,1,2009,0
800796,1,2010,NA
800799,NA,2008,NA
800799,NA,2009,NA
800811,1,2012,0
800811,1,2013,NA
800820,1,2008,0
800820,1,2009,0
800820,1,2010,0
800820,1,2011,NA
800823,NA,2008,NA
800823,NA,2009,NA
800823,NA,2010,NA
800823,NA,2011,NA
800827,1,2014,NA
800829,1,2022,NA
800830,1,2008,NA
800839,1,2012,0
800839,1,2013,0
800839,1,2014,0
800839,1,2015,0
800839,1,2016,0
800839,1,2017,NA
800840,1,2020,NA
800840,NA,2021,NA
800840,NA,2022,NA
800842,NA,2014,NA
800845,NA,2012,NA
800845,NA,2013,NA
800845,NA,2014,NA
800845,NA,2015,NA
800845,NA,2016,NA
800845,1,2017,0
800845,1,2018,0
800845,1,2019,0
800845,1,2020,0
